judul,tanggal,sentimen
Sosok Raja Debt Collector RI Bangun Kekayaan dari Nol,2024/11/02,netral
Robert Kiyosaki Ungkap Cara Orang Miskin Jadi Kaya Raya,2024/11/02,netral
"Ikut Saran Tukang Tato, Wanita Ini Hasilkan Rp 15 Miliar",2024/11/02,netral
"Tak Sengaja, Harta Karun Emas Kerajaan Rp 6 M Ditemukan di RI",2024/11/02,netral
"Sosok Pendiri Sritex, Perusahaan Karam Tertimbun Utang Rp 15 T",2024/11/02,netral
"6 Kebiasaan Sehari-hari Ini Bikin Orang Susah Kaya, Jangan Lakukan!",2024/11/02,netral
"Bisnis Bareng Raffi Ahmad Rugi Rp 70 M, Begini Cerita Rudy Salim",2024/11/02,netral
Tak Disangka! Pabrik Air Minum Terkenal RI Tutup Satu Pabrik,2024/11/03,negatif
"28 Bank Kasih Utangan ke Sritex, Ini Pemberi Pinjaman Terbesar",2024/11/03,positif
"Sakti! Perusahaan Konglomerasi India Bikin Sritex Pailit, Ini Namanya",2024/11/03,negatif
"Tukang Becak Mendadak Jadi Kaya Raya, Dapat Rp 50 Miliar Semalam",2024/11/03,netral
"Gali Sawah, Petani Jawa Temukan Harta Karun 16 Kg Emas",2024/11/03,netral
Restoran Raksasa AS TGI Fridays Ajukan Kebangkrutan!,2024/11/03,negatif
Robert Kiyosaki Ungkap Rahasia Baru Perbedaan Orang Kaya & Miskin,2024/11/03,netral
"Pemilu AS Tinggal Menghitung Jam, Wall Street Dibuka Beragam!",2024/11/04,netral
"Banyak Masalah, Warga RI Mulai Ogah Taruh Duit di Pinjol",2024/11/04,negatif
Erick Beri Sinyal Merger BUMN Karya Diteken Minggu Depan,2024/11/04,netral
"Pelaksanaan Konversi OWK Bumi Resources (BUMI) Beres, Ini Hasilnya!",2024/11/04,netral
Erick Thohir Buka-bukaan Kondisi Terkini BUMN Sakit,2024/11/04,netral
"KAI Terbitkan Obligasi dan Sukuk Rp 2 T, Segini Kuponnya",2024/11/04,positif
"Bank Mega (MEGA) Cetak Laba Bersih Rp1,99 T Per Kuartal III-2024",2024/11/04,positif
"Menteri Erick Buka-Bukaan Soal Merger BUMN Terbaru, Ini Bocorannya",2024/11/04,netral
RI & Singapura Sepakat Perpanjang Aturan 'Buang' Dolar AS,2024/11/04,netral
Ini Alasan Super Apps Bank BUMN Pakai Kata Bahasa Inggris,2024/11/04,netral
"Erick Thohir: Proyek Terminal 4 Soekarno Hatta Batal, Ini Alasannya",2024/11/04,negatif
Menteri BUMN Erick Siapkan Aset Bank Mandiri Buat Kantor Danantara,2024/11/04,netral
"IHSG Ditutup Merana Lagi, tapi Berhasil Pangkas Koreksi",2024/11/04,positif
Erick Thohir Targetkan Dividen BUMN Rp 100 Triliun di 2029,2024/11/04,positif
"BSI Luncurkan Super Apps, Ini Keunggulannya",2024/11/04,positif
Erick Thohir Buka Suara Soal Hapus Tagih Kredit Bank BUMN,2024/11/04,netral
"Nantikan Hasil PDB RI Esok Hari, Dolar Kembali Naik ke Rp15.750",2024/11/04,negatif
"Breaking: IHSG Ambles 1%, Dekati 7.390",2024/11/04,negatif
"Sedang Rapat di Komisi VI, Erick Thohir Mendadak Tinggalkan Ruangan",2024/11/04,negatif
Komisaris Independen Victoria Insurance (VINS) Mengundurkan Diri,2024/11/04,negatif
BEI Tegaskan Sudah Suspensi Sritex (SRIL) Sejak 2021,2024/11/04,netral
"Tarik Uang di ATM Gagal Tapi Saldo Berkurang, Ini Solusinya",2024/11/04,netral
"IHSG Nyaris Turun 1%, Ini Biang Keroknya",2024/11/04,negatif
"Syarat Saldo Minimum Jadi Nasabah Prioritas BCA, BRI, BNI & Mandiri",2024/11/04,netral
Optimisme BRI Pada Kebijakan Ekonomi di Era Pemerintahan Baru,2024/11/04,positif
"Akibat Rugi, Emiten Tekstil (CNTX) Putuskan Kelar dari Bursa",2024/11/04,negatif
"Investor Syariah Wajib Tahu, Ini Strategi Investasi Ala Nabi Muhammad",2024/11/04,netral
"Bank Raya (AGRO) Bidik Transaksi Rp 700 M, Ini Strateginya",2024/11/04,positif
"6 Emiten Bakal Tebar Dividen Pekan Ini, Cek Jadwalnya",2024/11/04,positif
"Pemiliknya Sama, Ternyata Ini Perbedaan Alfamart dan Alfamidi",2024/11/04,netral
"OPEC+ Tahan Produksi Minyak, Brent dan WTI Melesat!",2024/11/04,positif
"Tupperware Selamat dari Bangkrut, Ini Penyelamatnya",2024/11/04,positif
Kisah Warren Buffett Kena Penipuan Deepfake AI,2024/11/04,netral
"Breaking! DHE Bakal Lebih Lama, Dolar Lanjut Naik ke Rp15.755",2024/11/04,negatif
"Sebut Bahlil, Prabowo Minta Ini ke Pengusaha di Indonesia",2024/11/04,netral
Sentimen PDB RI Kuartal-III 2024 Bikin Dolar Turun Tipis ke Rp15.710,2024/11/04,positif
"IHSG Dibuka Galau, Sempat Ke 7.490-an",2024/11/04,negatif
"Kredit UMKM BRI Tembus Rp1.105,70 T, Sokong Ekonomi Kerakyatan RI",2024/11/04,positif
"Top! Pendapatan Bunga Bersih KB Bank Tumbuh 84,15% di Kuartal III-2024",2024/11/04,positif
"Nikkei Jepang Libur, Bursa Asia Bergerak Beragam!",2024/11/04,netral
"IHSG Ambruk 2,46%, Asing Pilih Borong Saham-Saham Ini",2024/11/04,positif
Menko Beberkan Urgensi Aturan Hapus Tagih Kredit Macet Bank BUMN,2024/11/04,netral
"Banyak Data Genting Amerika, Rupiah Siap Diguncang!",2024/11/04,negatif
Prabowo Tegas! Dolar Eksportir Bakal Wajib Disimpan Lebih Lama di RI,2024/11/04,netral
"Asing Lepas Rp3,67 T Sepekan Lalu, Deretan Saham Ini Jadi ""Korban""",2024/11/04,negatif
"Pilpres AS Makin Dekat, Kripto Turun Berjamaah",2024/11/04,negatif
"Pemilu AS Resmi Dimulai, Wall Street Dibuka Ijo Royo-royo!",2024/11/05,positif
Menteri Maman Jamin Hapus Utang Petani dan UMKM Tak Pakai APBN,2024/11/05,netral
Bos BRI Blak-Blakan Alasan Tutup Kantor Cabang,2024/11/05,netral
Menteri Maman Ungkap Kriteria UMKM yang Dihapus Utangnya oleh Prabowo,2024/11/05,netral
"Genjot UMKM, Erick Thohir Gandeng BPOM",2024/11/05,positif
"Pendapatan Turun, Begini Kinerja Keuangan Pizza Hut (PZZA) Q3/2024",2024/11/05,negatif
"Sah! Prabowo Hapuskan Kredit Macet UMKM, Petani dan Nelayan",2024/11/05,netral
"Bisnis Properti Kontraksi, Bos APLN Buka Suara",2024/11/05,negatif
"Pendapatan Ambles, Emiten Pengelola Starbucks RI (MAPB) Rugi Rp79,13 M",2024/11/05,negatif
Ini Keunggulan Fitur Investasi di wondr by BNI,2024/11/05,netral
"Emiten Media Bakrie (VIVA) Restruktuturisasi Utang Rp 11,1 T",2024/11/05,positif
BRI (BBRI) Optimis Kredit Bakal Tumbuh 10%-12% di Akhir Tahun 2024,2024/11/05,positif
"Industri Tekstil RI Sekarat, Tandanya Sudah Lama Terlihat",2024/11/05,negatif
"Dolar AS Tertekan Saat Pilpres AS, Pasar Antisipasi Kemenangan Kamala?",2024/11/05,netral
"IHSG Ditutup Bangkit, Tapi Belum Mampu Tembus Level 7.500",2024/11/05,positif
"Sosok Haryanto Adikoesoemo, Bos AKRA yang Jadi Anggota DEN",2024/11/05,netral
"Sritex Tumbang, Wamenaker: 200 Ribu Orang Jatuh Miskin Dalam Sehari",2024/11/05,negatif
Bos BRI: Kami Menantikan Aturan Hapus Tagih Utang Petani & Nelayan,2024/11/05,netral
"Ekonomi RI Melambat, Rupiah Malah Naik Tipis ke Rp 15.730/US$",2024/11/05,positif
"NPL Turun, Bos BRI Ungkap Kunci Mengelola Kualitas Aset Kredit",2024/11/05,positif
"Pinjol Ilegal dan Pinpri Menjamur, Satgas Pasti OJK Lakukan Ini",2024/11/05,negatif
"IHSG Loyo Setelah Pengumuman PDB RI, Saham Ini Jadi Penekan",2024/11/05,negatif
"Rugi KFC (FAST) Bengkak Jadi Rp 557 M Imbas Boikot, Tutup 47 Gerai",2024/11/05,negatif
"BPJS Bidik Tempatkan Uang di Luar Negeri, OJK Bilang Begini",2024/11/05,netral
"Superholding BUMN Bakal Mirip Temasek, Ini Profilnya",2024/11/05,netral
"Jejak Chatib Basri, Eks Menkeu yang Dilantik Jadi Anggota DEN",2024/11/05,netral
"Mau Tebar Dividen Tambahan, Saham ADRO Terbang 4% Lebih",2024/11/05,positif
"Efek Saham, Harta Prajogo Pangestu Berkurang Rp 13,44 T",2024/11/05,netral
"Aman & Legal, Trading Berjangka Jadi Solusi Diversifikasi Investasi",2024/11/05,positif
"Gara-Gara OPEC+, Harga Minyak Makin Mendidih Habis Naik Nyaris 3%!",2024/11/05,negatif
"Gak Jadi Bangkrut, Sosok Juru Selamat Tupperware Terungkap ke Publik",2024/11/05,netral
Bank Mandiri Sabet Gelar The Strongest Bank in Indonesia 2024,2024/11/05,positif
"Laba Tembus Rp552 M di Kuartal III-2024, Begini Prospek Saham TUGU",2024/11/05,positif
"Jauh dari Target, Bumiputera Baru Bayar Klaim Rp337,4 M dari Rp2,8 T",2024/11/05,negatif
BNI (BBNI) Buka-Bukaan Soal Strategi Menggenjot ESG,2024/11/05,netral
"Pasar Tunggu Data BPS, Dolar Lanjut Naik ke Rp15.760",2024/11/05,negatif
"Jangan Sampai Terjebak, Ini Daftar 97 Pinjol yang Berizin OJK",2024/11/05,netral
"Pasar Pantau Pilpres AS & PDB RI, IHSG Dibuka Galau",2024/11/05,negatif
"Kredit Macet UMKM Tembus Rp8,7 T, Hapus Tagih Jadi Prioritas Prabowo",2024/11/05,negatif
"Jelang Pemilu AS, Bursa Asia Pasifik Bergerak Variatif!",2024/11/05,netral
"Menteri Erick Sebut Bio Farma Kena ""Efek Samping"" Vaksin Covid",2024/11/05,negatif
"Adaro Mau Kasih Tambahan Dividen Tunai, Bisa sampai Rp41 Triliun",2024/11/05,positif
"Rugi KRAS Bengkak 201,6%, Menteri BUMN Erick Beberkan Penyebabnya",2024/11/05,negatif
"Menanti Pertumbuhan Ekonomi RI, Rupiah Siap Berbalik Arah?",2024/11/05,netral
"Pasar Kripto Kompak Turun, Ini Penyebabnya",2024/11/05,negatif
"IHSG Ambruk ke Level 7.400, Asing Lepas Saham BBCA hingga BSDE",2024/11/05,negatif
"Asing Mulai Net Buy, Diam-Diam Saham Ini Jadi Incaran",2024/11/05,positif
"Prabowo Benar! Bumi RI Dikeruk, Dolarnya Jangan Langsung Dibawa Kabur",2024/11/05,netral
"Trump Menang Pemilu AS, Dow Jones dan S&P 500 Pecah Rekor!",2024/11/06,positif
Banyak Kemudahan Investasi untuk Gen Z: Bisa Mulai Rp50.000,2024/11/06,netral
Bos BI Beberkan 3 Tips Jadi 'Kaya' untuk Gen Z,2024/11/06,netral
Bos BI Izin ke DPR: Anggaran Cadangan Untuk Renovasi-Sekolah Pegawai,2024/11/06,netral
"BI Ramal Ekonomi 2025 Tumbuh 5,2%, Dolar AS Bisa Rp15.285",2024/11/06,netral
"OJK Terbitkan Peraturan Pengawasan SMI, Ini Poin-Poin yang Diatur",2024/11/06,netral
Prudential Buka Suara Soal Tuduhan Tunggakan Klaim Rp 20 M di Medan,2024/11/06,negatif
"BI Bayar Gaji Pegawai Rp5,25 T pada 2024, Setor Pajak Rp2,53 T",2024/11/06,positif
"Bos BI Ajukan Anggaran 2025 ke DPR, Defisit Rp 26 T",2024/11/06,negatif
"Alasan IHSG Ambruk 1,44% dan Balik Lagi ke Level 7.300",2024/11/06,negatif
"BI Surplus Rp 55,6 T Hingga September 2024",2024/11/06,positif
BTN (BBTN) Buka Suara Soal Prabowo Resmi Hapus Utang UMKM,2024/11/06,netral
"Pasar Tunggu Hasil Pilpres AS, IHSG Ditutup Ambruk 1,44%",2024/11/06,negatif
"Trump Menang Pilpres, Asing 'Timbun' Duit di Pasar Modal & Bitcoin",2024/11/06,positif
"Prabowo Mau Dolar Eksportir Ditahan Lebih Lama, Janjikan Insentif",2024/11/06,netral
"Rugi Rp 557 M Imbas Boikot, Saham KFC (FAST) Ambruk 20% Sepekan",2024/11/06,negatif
BRI Tanggapi PP Tentang Piutang Macet UMKM,2024/11/06,netral
"Bos BI Pede Kredit Moncer, Bisa Tumbuh di Atas 10%",2024/11/06,positif
"Penjualan Mobil Ambruk, Multifinance Banting Setir",2024/11/06,negatif
Muliaman Hadad Akan Kelola Aset Rp9.000 T Punya BUMN Lewat Danantara,2024/11/06,netral
OJK Terbitkan Aturan Pembentukan Satgas Kegiatan Usaha Tanpa Izin,2024/11/06,netral
"Trump Selangkah Lagi Menang Pilpres AS, Dolar Menguat ke Rp 15.825",2024/11/06,negatif
"Ekonomi RI Tumbuh di Bawah 5%, Bos BI Buka Suara!",2024/11/06,negatif
Emiten Warren Buffett Bayar Pajak Rp 314 T Usai Cuan Jumbo Saham Apple,2024/11/06,netral
"Prabowo Hapus Kredit Mangkrak UMKM, Ini Dampak Positifnya!",2024/11/06,positif
"Prabowo Hapus Utang UMKM, Bos OJK Buka Suara",2024/11/06,netral
"Dolar Tembus Rp15.800, Bos BI Buka Suara & Keluarkan Jurus Ini!",2024/11/06,netral
"Jelang Peluncuran Danantara, Saham BUMN Ambruk",2024/11/06,negatif
OJK Beri Peringatan Eks Bos Investree Adrian Gunadi Pulang ke RI,2024/11/06,netral
Bitcoin Cetak Rekor ATH Sentuh US$74.000,2024/11/06,positif
"IHSG Loyo Lagi, Saham Bank Raksasa Biang Keroknya",2024/11/06,negatif
Bumi Resources (BRMS) Ungkap Potensi Emas di CPM Minerals,2024/11/06,netral
Ini Respons Bank Mandiri (BMRI) Soal Aturan Hapus Utang Petani-Nelayan,2024/11/06,netral
"Kemenangan Trump Tinggal Sejengkal, Dolar Terbang ke Rp 15.840",2024/11/06,negatif
"Nasib Bitcoin Setelah Pemilu AS, Sanggup Terbang ke US$200 Ribu?",2024/11/06,netral
"Eks Dirut Tersangka Kasus DP Nol Rupiah, Emiten TOPS Buka Suara",2024/11/06,negatif
"Daftar Aset Properti Donald Trump, Ada yang di Indonesia",2024/11/06,netral
"Gara-gara Cadangan Minyak AS Naik, Harga Minyak Mulai Koreksi!",2024/11/06,negatif
"Awas! Ada Penipuan Jenis Baru, Begini Modusnya",2024/11/06,negatif
"Breaking! Data AS Membaik, Dolar Lanjut Naik ke Rp15.765",2024/11/06,negatif
"Erick Thohir Mau Rampingkan BUMN Lagi, Ini Bocoran yang Bakal Dimerger",2024/11/06,netral
"Ekonomi Melambat, IHSG Galau Lagi",2024/11/06,negatif
"Prabowo Luncurkan Temasek Versi RI, Danantara Besok",2024/11/06,netral
"IHSG Menguat, Saham Ini Malah ""Dijauhi"" Asing",2024/11/06,negatif
"Menanti Hasil Pemilu AS, Bursa Asia Pasifik Menghijau!",2024/11/06,positif
"Tekanan Indeks Dolar AS Mereda, Sinyal Rupiah Menguat Lagi!",2024/11/06,positif
Ini Kriteria Kredit Mangkrak UMKM yang Bisa Dihapus Tagih Bank BUMN,2024/11/06,netral
"Lanjut Buang Saham Apple, Warren Buffett Timbun Uang Rp5.102 T",2024/11/06,negatif
IHSG Bangkit! Asing Borong 10 Saham Ini,2024/11/06,positif
"Bitcoin Cs Mulai Menguat, Akankah Bertahan?",2024/11/06,positif
"Malam-Malam Erick Meeting Bareng Ara di Kementerian BUMN, Ini Hasilnya",2024/11/07,netral
"Prospek Suku Bunga Turun Makin Dekat, Nasdaq - S&P 500 Dibuka Hijau!",2024/11/07,positif
Bos Garuda (GIAA) Akan Digantikan Bos Lion Air? Ini Kata Erick Thohir,2024/11/07,netral
"Bos OJK dan BEI Buka Suara Soal IHSG Anjlok, Ini Katanya",2024/11/07,netral
"Kredit Pinjol dan Multifinance Kalah dari Bank, Bos OJK Bilang Gini",2024/11/07,netral
"Penjualan Mobil Baru Anjlok, Multifinance Sudah Diingatkan Sejak 2015",2024/11/07,negatif
Bisnis Wealth Management Makin Prospektif Kala Kelas Menengah Seret,2024/11/07,positif
wondr Jadi Motor BNI Genjot Fee Based Income,2024/11/07,positif
"Jelang Pembentukan Danantara, Kok Saham BUMN Kompak Ambruk?",2024/11/07,negatif
"Kinerja IHSG Terburuk No.2 di Dunia, Kenapa Nih?",2024/11/07,negatif
"IHSG Ambruk Nyaris 2%, Dibayangi Kaburnya Dana Asing, Ada Apa?",2024/11/07,negatif
"5 dari 10 Orang Kaya RI Mau Kerja di Usia Pensiun, Ini Alasannya",2024/11/07,netral
"8 Perusahaan Pembiayaan Lagi Proses Akuisisi, 2 Bakal Dicaplok Asing",2024/11/07,netral
Bos BSI Hery Gunardi Terpilih Kembali Jadi Ketua Umum Asbisindo,2024/11/07,netral
"Rupiah Bangkit Usai Pemilu AS, Dolar Turun ke Rp 15.730",2024/11/07,positif
"SCMA Bakal Bagi Dividen Interim, Simak Jadwalnya",2024/11/07,positif
Mantap! Pendapatan Venteny (VTNY) Tumbuh 86% di Kuartal III-2024,2024/11/07,positif
"Breaking! Cadev RI Naik US$ 1,3 Miliar, Dolar Turun ke Rp 15.738",2024/11/07,positif
"Bukti Daya Beli Makin Parah, Warga RI Rajin Ngutang Pakai Pay Later",2024/11/07,negatif
"Mau Spinoff Anak Usaha & Bagi Dividen Jumbo, Ada Apa dengan Adaro?",2024/11/07,netral
IHSG Masih Rawan! Aksi Jual Asing Membayangi,2024/11/07,negatif
"Sehari Dana Asing Rp 1 T Keluar dari Bursa Saham RI, Ada Apa?",2024/11/07,negatif
"Ini Penyebab IHSG Ambruk 1,15%",2024/11/07,negatif
"18 Saham Emiten BUMN Merah, Ini Daftarnya",2024/11/07,negatif
"Emiten Tambang Prajogo (PTRO) Stock Split 1:10, Ini Alasannya",2024/11/07,positif
"Digugat PKPU, Wijaya Karya (WIKA) Buka Suara",2024/11/07,negatif
"Breaking! Cadangan Devisa RI Naik Jadi US$151,2 M per Oktober 2024",2024/11/07,positif
"Garuda Indonesia (GIAA) Gandeng BMW & VFS Global, Bikin Layanan Ini",2024/11/07,positif
"Efek Trump Menang Pemilu AS, Harga Minyak Mulai Stabil!",2024/11/07,positif
"Catat, Ini Kode Transfer Antar Bank BCA, Mandiri, BRI Hingga BNI",2024/11/07,netral
"Kenapa IHSG dan Rupiah Tertekan Pasca Trump Menang, Ini Alasannya",2024/11/07,negatif
"Kena Trump Effect, 5 Saham Ini Paling Ambles di IHSG",2024/11/07,negatif
"Breaking: Trump Effect, IHSG Ambruk 1%",2024/11/07,negatif
"Trump Menang Pemilu AS, Dolar Turun ke Rp15.790",2024/11/07,positif
"Breaking! Trump Menang Pilpres AS, IHSG Dibuka Jeblok",2024/11/07,negatif
"Diumumkan Prabowo, Ini Daftar 7 BUMN Jumbo di Bawah Danantara",2024/11/07,netral
"Donald Trump, Presiden AS Berharta Rp98 T yang Bisnisnya Sampai ke RI",2024/11/07,netral
"Trump Terpilih Jadi Presiden AS, Bursa Asia Malah Koreksi!",2024/11/07,negatif
"Trump Menang, Ramalan Bitcoin Robert Kiyosaki Jadi Kenyataan?",2024/11/07,netral
"Warren Buffett Timbun Uang Rp5.102 T, Analis Bilang Gini",2024/11/07,netral
"Menanti Data Cadangan Devisa RI, Mampukah Rupiah Balik Arah?",2024/11/07,netral
"IHSG Balik ke 7.300, Asing Ramai-Ramai Masuk ke 10 Saham Ini",2024/11/07,positif
Pemegang Dolar Siap-siap! Nih Ramalan Terbaru BI Soal Rupiah,2024/11/07,netral
"Prabowo Teken Aturan Hapus Tagih Kredit UMKM, Bankir BUMN Bilang Gini",2024/11/07,netral
"Asing Lepas Rp1,15 T, Paling Banyak di 10 Saham Ini",2024/11/07,negatif
Bitcoin Cs Terbang! Bersorak Kemenangan Donald Trump,2024/11/07,positif
"Menteri Ara Usul BTN Ganti Nama, Ini Alasannya",2024/11/08,netral
"Pelaku Pasar Mulai Profit Taking, Wall Street Dibuka Beragam",2024/11/08,negatif
"Bahas Program 3 Juta Rumah, Bos BTN Curhat Ini ke Menteri Ara",2024/11/08,netral
"Prabowo Mau Swasembada Energi, IPO Emiten Ini Patut Dicermati",2024/11/08,netral
"IHSG Jadi Happy Weekend, tapi Tidak Jadi Ke 7.300-an",2024/11/08,positif
"Pegang Dividen Rp100 Miliar, Ini Rahasia Investasi Saham Lo Kheng Hong",2024/11/08,netral
"Warga RI Banyak Maksa Beli Mobil, Ini Buktinya",2024/11/08,netral
"Rupiah Menguat 0,41%, Dolar Ditutup Jadi Rp15.665",2024/11/08,positif
Sempat Melemah! BI Pede Rupiah Bakal Terus Perkasa,2024/11/08,positif
Erick Thohir Gandeng BPPIK Lanjutkan Bersih-Bersih BUMN,2024/11/08,positif
"Kabar Duka, Direktur Bank Saqu Reinard Setiaji Meninggal Dunia",2024/11/08,negatif
Christoper Lee Mundur dari Kursi Direksi Multi Medika (MMIX),2024/11/08,netral
Manoj Punjabi & Istri Mundur Dari Kursi Dirut dan Komut NETV,2024/11/08,netral
"Prabowo Minta Swasembada Aluminium, Ini kata Bos Inalum",2024/11/08,netral
"Emiten Teknologi FUTR Diakuisisi, Pemilik Baru Tambah Bisnis Ini",2024/11/08,positif
"Permudah Akses ke IKN, Garuda Indonesia (GIAA) Buka 2 Rute Baru",2024/11/08,positif
"Dua Emiten Tambang Bakrie, BUMI dan BRMS Masuk Indeks MSCI",2024/11/08,positif
"Rupiah 'Amuk' Dolar AS di Akhir Pekan, Ini Penyebabnya!",2024/11/08,positif
"Investasikan US$ 100 Juta, BNI Perkuat Keamanan Siber",2024/11/08,positif
Erick Thohir Bicara Soal Danantara dan 7 BUMN Besar,2024/11/08,netral
Linde Mulai Proses Pasok Gas Industri ke PT Freeport Indonesia,2024/11/08,netral
"Massad Boulos, Miliarder Arab yang Bantu Kemenangan Trump di AS",2024/11/08,netral
"Tekanan Dolar Mereda Berkat The Fed, Harga Minyak Melesat 1%",2024/11/08,positif
"IHSG Melesat, Saham Emiten Prajogo dan Himbara Jadi Penopangnya",2024/11/08,positif
"Penjualan Mobil Ambruk, Ini Kata OJK Soal NPF Multifinance",2024/11/08,negatif
"Rupiah Menguat 200 Perak Dalam Sehari, Dolar AS Dihantam ke Rp15.600",2024/11/08,positif
"IHSG Rebound Naik 1% Lebih, Sektor Ini Senyum Lebar",2024/11/08,positif
"The Fed Turunkan Suku Bunga, Dolar Anjlok ke Rp15.605",2024/11/08,positif
Breaking! IHSG Melesat 1% Setelah The Fed Pangkas Suku Bunga,2024/11/08,positif
"Terima Kasih The Fed, IHSG Dibuka Sumringah",2024/11/08,positif
"Nego 10% Saham Freeport Masih Berlangsung, Erick: Tidak Ada yang Alot",2024/11/08,netral
"The Fed Pangkas Suku Bunga, Bursa Asia Hijau Royo-royo!",2024/11/08,positif
"Erick Buka Opsi BRI, BSI dan Pegadaian Jadi Bank Emas",2024/11/08,netral
Ini Alasan Erick Thohir Setuju Ubah Bulog dari BUMN Jadi Badan Otonom,2024/11/08,netral
"The Fed Pangkas Suku Bunga, Rupiah Siap Happy Weekend!",2024/11/08,positif
"Bos Lion Air Akan Jadi Bos Garuda (GIIA), Dirut Irfan Bilang Gini",2024/11/08,netral
"IHSG Ambruk Nyaris 2%, Asing Ramai-Ramai Incar Saham Ini",2024/11/08,positif
"Soal Danantara, Ini Jawaban Lugas Menteri BUMN Erick Thohir",2024/11/08,netral
"The Fed Pangkas 25 bps, Pasar Kripto Pesta",2024/11/08,positif
"Asing Net Sell Jumbo Rp1,62 T, Saham Ini Banyak Dibuang",2024/11/08,negatif
"Luncurkan Super-app, BSI Jadi Bank Syariah Terbesar ke-9 di Dunia",2024/11/09,positif
"Terusir dari China, Sosok Ini Malah Jadi Crazy Rich Surabaya",2024/11/09,netral
"15 Bank Bangkrut Sepanjang 2024, Ini Daftar Lengkap & Penyebabnya",2024/11/09,negatif
"Terungkap Alasan Banyak Kantor Cabang BRI Ditutup, Diganti Ini",2024/11/09,netral
"Tukang Becak Ditampar Duit Rp50 Miliar Semalam, Kaya Raya Mendadak",2024/11/09,netral
Pejuang KPR Siap-Siap! Bos BTN & Menteri Ara Mau Pangkas Harga Rumah,2024/11/09,netral
"Terungkap, Perempuan & Milenial Makin Banyak Ambil KPR Rumah Sendiri",2024/11/09,netral
"Join AgenBRILink, Pendapatan Pelaku UMKM di Simalungun ini Meningkat",2024/11/10,positif
Kisah Raja Rokok RI Ganti Nama Perusahaan Gara-Gara Mimpi,2024/11/10,netral
"Kelas Menengah Lagi Susah, Warga RI Rajin Ngutang Pakai Pay Later",2024/11/10,negatif
Momen Arsjad & Anindya Foto Bareng Prajogo hingga Tomy Winata di China,2024/11/10,netral
"Punya Kontribusi Segini, Simak Kinerja Syariah Maybank Indonesia",2024/11/10,netral
Awas Maling M-Banking Kuras Rekening! Jangan lakukan Ini,2024/11/10,netral
"Sah! RI-China Teken Kerja Sama Blue Economy, Ini Manfaatnya",2024/11/10,positif
"Horor di Industri Multfinance Terlihat Sejak 2015, Ini Buktinya",2024/11/10,negatif
Perampokan Emas Nyaris 1 Ton Terbongkar karena Ulah Istri,2024/11/10,negatif
"Dow Tembus Rekor Baru, Optimisme Trump Bikin Wall Street Sumringah!",2024/11/11,positif
"Pekan Ini Bakal Rombak Manajemen, Ini Respons Bos Garuda (GIAA)",2024/11/11,netral
Bagaimana Prospek Adaro (ADRO) Usai Spinoff Bisnis Batu Bara?,2024/11/11,netral
"Skor ESG di S&P Naik, BRI Pimpin Keberlanjutan di Sektor Perbankan",2024/11/11,positif
Bos Garuda Beri Sinyal Tiket Pesawat Bakal Naik Sebentar Lagi,2024/11/11,netral
"BNI (BBNI) Raih Pinjaman Rp9,42 T dari Bank of America Dkk",2024/11/11,positif
"Laba Kuartal III-2024 TUGU Rp552 M, Ini Sumber Cuannya",2024/11/11,positif
"Trump Bikin Bitcoin Terbang, OJK: Angin Segar Buat Industri Kripto",2024/11/11,positif
"Soal Kabar Jadi Bagian dari BP Danantara, PLN Buka Suara",2024/11/11,netral
Pandu Sjahrir Buka Suara Soal Danantara,2024/11/11,netral
"IHSG Masih Lanjut Koreksi, Saham Blue Chip Masih Jadi Penekan",2024/11/11,negatif
"Genjot ESG, Ini Rapor Portofolio Berkelanjutan BNI (BBNI)",2024/11/11,netral
Bentar Lagi Pengajuan Kredit Bisa Dinilai dari Sosmed-Tagihan Listrik,2024/11/11,netral
"Adaro Energy (ADRO) Mau Bagi Dividen Pakai Utang, Bos BEI Bilang Gini",2024/11/11,netral
"Rupiah Kembali Tertekan, Dolar AS Naik ke Rp 15.675",2024/11/11,negatif
Bos BEI Ungkap Ada Emiten Energi Jumbo Bakal Melantai di Bursa,2024/11/11,positif
Bos Garuda Ungkap Alasan Tiket Luar Negeri Lebih Murah dari Domestik,2024/11/11,netral
